perturbation,KNN_RMSE,KNN_Pearson,XGBoost_RMSE,XGBoost_Pearson,MLP_RMSE,MLP_Pearson,ElasticNet_RMSE,ElasticNet_Pearson,ElasticNet_1024_RMSE,ElasticNet_1024_Pearson
HAND1,0.20246684976618676,0.005132322085393392,0.1958722195320001,0.0423361697149417,0.1712798781059225,0.0873458140992677,0.19004039065154718,0.0793755967667918,0.190322575535974,0.07031140412446799
HELZ2,0.23051614165296533,0.25030552373547416,0.2292982045000036,0.2594585446261808,0.2362677405286299,0.2567101588256489,0.2290942097155392,0.255670702225727,0.21486681984942319,0.42081848139438505
HES4,0.25643769452740234,0.017031834311768412,0.2110539336568618,0.0247803112729194,0.165214842840236,0.0412793575391806,0.21060719230721317,-0.03942842586452605,0.2106351669482634,0.0047457054485817995
HES5,0.10107737861331184,0.07051752146125624,0.1005682489650278,0.1066177388866609,0.11576191537559,0.0440666187547624,0.10043738147646394,0.10901412045396545,0.10075758181898216,0.08738631955102807
HES7,0.34454912979250785,0.15074567387683896,0.3423684898489258,0.1768138328212865,0.3845308756640935,0.1174664771522679,0.34043372253708803,0.2002776731227356,0.3366806394832276,0.2527545546966182
HHEX,0.2060582013905555,0.1119216511138478,0.2054951545681866,0.1140205322689163,0.2296962198468856,0.1098516837088744,0.2043259865821172,0.1612502807055642,0.20141544296121522,0.23704231607166718
HIC1,0.13480823577248563,0.041600127091478936,0.1342035032455261,0.0571267590425943,0.1504466711394546,0.0531298029353052,0.13403880231807438,0.0290739716569142,0.133271164678772,0.1147056857515832
HIVEP1,0.14686998007786053,0.18859355886936294,0.1463794886663676,0.2040047985094482,0.16886388927248,0.1053295107954276,0.1467235846844464,0.1948662859948298,0.14589316944703262,0.22713020856707197
HMGA1,0.19147190035333517,0.05299681000531294,0.192467593640064,0.0257986130990616,0.2005792594128692,0.0316581628702453,0.1893548034681968,0.04812581456893764,0.1894982057650286,-0.004605850179193
HMGN2,0.1746931152601958,0.09360260099141389,0.1730160890049512,0.0800770075382771,0.1849988022366379,0.0873791939117654,0.1724082972520178,0.11860920553346621,0.1723219596515646,0.1373115319379712
HMX3,0.18142355100018834,0.06765178231477166,0.1804897905262585,0.0648025429066105,0.2137801620510046,0.0628332084578008,0.18084762506491261,0.05809411907139632,0.18074823443336457,0.067061273723513
HNF1B,0.30755503969355785,0.01627176094966987,0.3055365031469549,0.0327895001396585,0.3190331158311986,0.0004343137366256,0.3049744152601768,0.010591386395528125,0.3048776068166862,0.03392805062103736
